id,estado,fecha_inicio,id_proveedor,id_usuario,fecha_termino,proveedor,costo
187,activa,2020-09-24,3,18,2023-12-24,Crunchyroll,4400
186,activa,2020-11-07,17,18,2023-12-07,Sky,6400
188,activa,2020-10-11,7,18,2023-12-11,Star+,7100
219,activa,2020-05-27,16,19,2023-12-27,Rakuten TV,6500
220,activa,2021-02-10,14,19,2023-12-10,Movistar+ Lite,7400
218,activa,2021-12-07,10,19,2023-12-07,Stan,7900
161,activa,2021-08-09,5,20,2023-12-09,Funimation,3900
180,activa,2020-05-28,2,21,2023-12-28,Amazon Prime Video,3700
181,activa,2021-09-10,20,21,2023-12-10,DCCanal,4000
182,activa,2021-01-25,11,21,2023-12-25,Peackok,4000
208,activa,2020-09-21,18,22,2023-12-21,ATRESplayer,2800
211,activa,2021-09-29,13,22,2023-12-29,Sony Liv,3100
207,activa,2021-11-27,9,22,2023-12-27,Showtime,3200
206,activa,2020-06-13,4,22,2023-12-13,HBO+,3500
205,activa,2021-05-29,20,22,2023-12-29,DCCanal,4000
212,activa,2021-11-14,1,22,2023-12-14,Netflix,4500
210,activa,2021-11-10,6,22,2023-12-10,Disney+,6500
267,activa,2021-01-09,19,23,2023-12-09,Mitele Plus,3700
275,activa,2020-08-14,15,23,2023-12-14,Discovery+,3700
268,activa,2020-07-31,20,23,2023-12-31,DCCanal,4000
273,activa,2021-11-09,3,23,2023-12-09,Crunchyroll,4400
274,activa,2021-02-09,17,23,2023-12-09,Sky,6400
276,activa,2021-04-29,6,23,2023-12-29,Disney+,6500
271,activa,2021-03-29,16,23,2023-12-29,Rakuten TV,6500
272,activa,2021-10-03,10,23,2023-12-03,Stan,7900
303,activa,2020-10-07,18,24,2023-12-07,ATRESplayer,2800
305,activa,2020-08-26,20,24,2023-12-26,DCCanal,4000
302,activa,2020-11-25,16,24,2023-12-25,Rakuten TV,6500
372,activa,2020-10-21,5,25,2023-12-21,Funimation,3900
376,activa,2021-06-25,20,25,2023-12-25,DCCanal,4000
373,activa,2020-08-25,11,25,2023-12-25,Peackok,4000
375,activa,2020-11-10,1,25,2023-12-10,Netflix,4500
374,activa,2021-09-13,6,25,2023-12-13,Disney+,6500
292,activa,2020-07-13,4,26,2023-12-13,HBO+,3500
52,activa,2021-05-05,4,27,2023-12-05,HBO+,3500
232,activa,2020-05-05,13,28,2023-12-05,Sony Liv,3100
230,activa,2020-10-17,4,28,2023-12-17,HBO+,3500
231,activa,2021-06-30,15,28,2023-12-30,Discovery+,3700
234,activa,2021-02-13,19,28,2023-12-13,Mitele Plus,3700
29,activa,2021-04-17,6,30,2023-12-17,Disney+,6500
312,activa,2021-11-23,18,31,2023-12-23,ATRESplayer,2800
313,activa,2020-09-17,16,31,2023-12-17,Rakuten TV,6500
32,activa,2021-04-25,2,32,2023-12-25,Amazon Prime Video,3700
31,activa,2021-09-30,16,32,2023-12-30,Rakuten TV,6500
99,activa,2021-05-28,13,33,2023-12-28,Sony Liv,3100
103,activa,2021-10-17,9,33,2023-12-17,Showtime,3200
101,activa,2020-05-01,15,33,2023-12-01,Discovery+,3700
100,activa,2021-02-28,17,33,2023-12-28,Sky,6400
104,activa,2021-09-22,14,33,2023-12-22,Movistar+ Lite,7400
102,activa,2021-09-28,10,33,2023-12-28,Stan,7900
11,activa,2020-10-02,1,35,2023-12-02,Netflix,4500
12,activa,2021-06-20,16,35,2023-12-20,Rakuten TV,6500
10,activa,2021-01-04,7,35,2023-12-04,Star+,7100
145,activa,2021-01-23,20,36,2023-12-23,DCCanal,4000
144,activa,2020-06-04,1,36,2023-12-04,Netflix,4500
140,activa,2021-08-18,12,36,2023-12-18,Viu,5000
141,activa,2020-07-24,16,36,2023-12-24,Rakuten TV,6500
143,activa,2021-07-03,6,36,2023-12-03,Disney+,6500
110,activa,2020-07-21,18,37,2023-12-21,ATRESplayer,2800
107,activa,2021-06-15,4,37,2023-12-15,HBO+,3500
106,activa,2020-08-08,17,37,2023-12-08,Sky,6400
125,activa,2020-11-03,13,39,2023-12-03,Sony Liv,3100
127,activa,2021-07-09,2,39,2023-12-09,Amazon Prime Video,3700
126,activa,2021-04-08,14,39,2023-12-08,Movistar+ Lite,7400
22,activa,2021-06-07,13,40,2023-12-07,Sony Liv,3100
23,activa,2020-09-29,16,40,2023-12-29,Rakuten TV,6500
21,activa,2021-05-25,7,40,2023-12-25,Star+,7100
46,activa,2020-06-29,18,41,2023-12-29,ATRESplayer,2800
50,activa,2021-04-09,11,41,2023-12-09,Peackok,4000
47,activa,2021-03-03,20,41,2023-12-03,DCCanal,4000
49,activa,2021-08-11,1,41,2023-12-11,Netflix,4500
51,activa,2020-08-11,6,41,2023-12-11,Disney+,6500
197,activa,2021-09-27,3,43,2023-12-27,Crunchyroll,4400
199,activa,2020-11-18,8,43,2023-12-18,Hulu,7000
196,activa,2021-06-25,7,43,2023-12-25,Star+,7100
73,activa,2021-04-08,13,44,2023-12-08,Sony Liv,3100
76,activa,2021-03-23,5,44,2023-12-23,Funimation,3900
70,activa,2021-09-26,17,44,2023-12-26,Sky,6400
71,activa,2021-05-22,8,44,2023-12-22,Hulu,7000
74,activa,2021-09-18,14,44,2023-12-18,Movistar+ Lite,7400
72,activa,2021-12-04,10,44,2023-12-04,Stan,7900
14,activa,2021-05-21,16,45,2023-12-21,Rakuten TV,6500
277,activa,2020-08-04,3,46,2023-12-04,Crunchyroll,4400
280,activa,2021-11-15,16,46,2023-12-15,Rakuten TV,6500
5,activa,2020-11-01,13,48,2023-12-01,Sony Liv,3100
4,activa,2021-04-19,9,48,2023-12-19,Showtime,3200
3,activa,2020-09-21,20,48,2023-12-21,DCCanal,4000
2,activa,2020-09-27,16,48,2023-12-27,Rakuten TV,6500
297,activa,2021-08-16,18,49,2023-12-16,ATRESplayer,2800
296,activa,2021-03-09,4,49,2023-12-09,HBO+,3500
293,activa,2020-06-06,2,49,2023-12-06,Amazon Prime Video,3700
294,activa,2021-09-07,19,49,2023-12-07,Mitele Plus,3700
295,activa,2021-06-30,3,49,2023-12-30,Crunchyroll,4400
298,activa,2021-04-29,6,49,2023-12-29,Disney+,6500
245,activa,2021-05-31,9,50,2023-12-31,Showtime,3200
244,activa,2020-08-02,2,50,2023-12-02,Amazon Prime Video,3700
246,activa,2020-11-03,1,50,2023-12-03,Netflix,4500
243,activa,2021-04-17,7,50,2023-12-17,Star+,7100
350,activa,2021-05-31,9,52,2023-12-31,Showtime,3200
347,activa,2021-07-11,5,52,2023-12-11,Funimation,3900
349,activa,2020-09-30,6,52,2023-12-30,Disney+,6500
236,activa,2021-11-14,13,54,2023-12-14,Sony Liv,3100
240,activa,2021-11-24,9,54,2023-12-24,Showtime,3200
239,activa,2021-01-16,2,54,2023-12-16,Amazon Prime Video,3700
238,activa,2021-03-01,11,54,2023-12-01,Peackok,4000
235,activa,2021-07-21,12,54,2023-12-21,Viu,5000
242,activa,2021-10-29,10,54,2023-12-29,Stan,7900
136,activa,2021-02-10,11,55,2023-12-10,Peackok,4000
138,activa,2020-12-16,3,55,2023-12-16,Crunchyroll,4400
137,activa,2021-08-20,1,55,2023-12-20,Netflix,4500
258,activa,2020-07-07,11,56,2023-12-07,Peackok,4000
257,activa,2021-10-06,8,56,2023-12-06,Hulu,7000
259,activa,2020-05-03,14,56,2023-12-03,Movistar+ Lite,7400
156,activa,2020-06-14,13,57,2023-12-14,Sony Liv,3100
154,activa,2020-08-25,11,57,2023-12-25,Peackok,4000
157,activa,2021-01-09,1,57,2023-12-09,Netflix,4500
153,activa,2021-01-17,7,57,2023-12-17,Star+,7100
159,activa,2021-07-02,4,58,2023-12-02,HBO+,3500
158,activa,2021-05-17,15,58,2023-12-17,Discovery+,3700
160,activa,2020-05-05,2,58,2023-12-05,Amazon Prime Video,3700
19,activa,2021-10-26,18,59,2023-12-26,ATRESplayer,2800
331,activa,2020-11-04,15,61,2023-12-04,Discovery+,3700
332,activa,2020-07-23,19,61,2023-12-23,Mitele Plus,3700
329,activa,2020-08-19,5,61,2023-12-19,Funimation,3900
328,activa,2020-11-16,11,61,2023-12-16,Peackok,4000
330,activa,2020-11-27,16,61,2023-12-27,Rakuten TV,6500
38,activa,2021-03-22,5,62,2023-12-22,Funimation,3900
36,activa,2020-09-11,17,62,2023-12-11,Sky,6400
325,activa,2020-11-18,13,63,2023-12-18,Sony Liv,3100
322,activa,2020-05-13,5,63,2023-12-13,Funimation,3900
326,activa,2021-08-29,11,63,2023-12-29,Peackok,4000
323,activa,2020-10-30,1,63,2023-12-30,Netflix,4500
321,activa,2020-10-13,7,63,2023-12-13,Star+,7100
324,activa,2020-08-25,10,63,2023-12-25,Stan,7900
362,activa,2021-04-11,13,64,2023-12-11,Sony Liv,3100
363,activa,2021-03-01,3,64,2023-12-01,Crunchyroll,4400
364,activa,2021-02-23,7,64,2023-12-23,Star+,7100
301,activa,2021-03-16,9,65,2023-12-16,Showtime,3200
300,activa,2020-12-03,11,65,2023-12-03,Peackok,4000
299,activa,2021-07-14,10,65,2023-12-14,Stan,7900
69,activa,2020-05-18,13,66,2023-12-18,Sony Liv,3100
68,activa,2021-05-12,6,66,2023-12-12,Disney+,6500
67,activa,2021-07-18,14,66,2023-12-18,Movistar+ Lite,7400
81,activa,2021-08-26,18,67,2023-12-26,ATRESplayer,2800
79,activa,2020-11-21,2,67,2023-12-21,Amazon Prime Video,3700
78,activa,2021-03-09,5,67,2023-12-09,Funimation,3900
128,activa,2021-02-27,18,68,2023-12-27,ATRESplayer,2800
130,activa,2021-04-01,12,68,2023-12-01,Viu,5000
129,activa,2021-08-24,6,68,2023-12-24,Disney+,6500
86,activa,2021-05-21,14,69,2023-12-21,Movistar+ Lite,7400
88,activa,2020-11-04,4,70,2023-12-04,HBO+,3500
90,activa,2021-02-15,1,70,2023-12-15,Netflix,4500
89,activa,2020-05-15,8,70,2023-12-15,Hulu,7000
150,activa,2021-01-24,20,71,2023-12-24,DCCanal,4000
214,activa,2020-07-07,9,72,2023-12-07,Showtime,3200
217,activa,2020-08-01,11,72,2023-12-01,Peackok,4000
215,activa,2021-04-12,8,72,2023-12-12,Hulu,7000
216,activa,2020-06-09,10,72,2023-12-09,Stan,7900
371,activa,2021-04-12,4,73,2023-12-12,HBO+,3500
370,activa,2021-09-19,19,73,2023-12-19,Mitele Plus,3700
369,activa,2020-09-14,5,73,2023-12-14,Funimation,3900
368,activa,2021-02-07,3,73,2023-12-07,Crunchyroll,4400
367,activa,2020-11-13,6,73,2023-12-13,Disney+,6500
134,activa,2021-05-01,4,74,2023-12-01,HBO+,3500
133,activa,2021-03-05,15,74,2023-12-05,Discovery+,3700
132,activa,2021-09-26,17,74,2023-12-26,Sky,6400
135,activa,2020-10-22,6,74,2023-12-22,Disney+,6500
146,activa,2020-10-04,5,75,2023-12-04,Funimation,3900
117,activa,2021-02-27,18,76,2023-12-27,ATRESplayer,2800
115,activa,2020-06-21,13,76,2023-12-21,Sony Liv,3100
116,activa,2020-10-17,11,76,2023-12-17,Peackok,4000
286,activa,2020-10-23,18,77,2023-12-23,ATRESplayer,2800
284,activa,2020-09-22,4,77,2023-12-22,HBO+,3500
285,activa,2020-07-04,6,77,2023-12-04,Disney+,6500
98,activa,2021-05-23,10,80,2023-12-23,Stan,7900
17,activa,2020-09-15,18,82,2023-12-15,ATRESplayer,2800
264,activa,2021-06-04,4,87,2023-12-04,HBO+,3500
263,activa,2020-08-24,8,87,2023-12-24,Hulu,7000
419,activa,2020-10-12,18,90,2023-12-12,ATRESplayer,2800
417,activa,2020-08-13,3,90,2023-12-13,Crunchyroll,4400
97,activa,2020-09-09,19,92,2023-12-09,Mitele Plus,3700
95,activa,2021-05-30,14,92,2023-12-30,Movistar+ Lite,7400
406,activa,2021-08-30,19,93,2023-12-30,Mitele Plus,3700
403,activa,2020-11-25,11,93,2023-12-25,Peackok,4000
405,activa,2021-03-06,7,93,2023-12-06,Star+,7100
404,activa,2021-11-06,10,93,2023-12-06,Stan,7900
266,activa,2021-08-21,5,95,2023-12-21,Funimation,3900
228,activa,2021-04-15,9,97,2023-12-15,Showtime,3200
227,activa,2021-03-25,4,97,2023-12-25,HBO+,3500
229,activa,2020-07-29,20,97,2023-12-29,DCCanal,4000
361,activa,2021-04-08,20,102,2023-12-08,DCCanal,4000
45,activa,2021-09-11,2,105,2023-12-11,Amazon Prime Video,3700
41,activa,2020-11-13,15,105,2023-12-13,Discovery+,3700
43,activa,2021-02-14,5,105,2023-12-14,Funimation,3900
42,activa,2020-05-22,6,105,2023-12-22,Disney+,6500
44,activa,2021-01-05,10,105,2023-12-05,Stan,7900
396,activa,2021-11-09,18,106,2023-12-09,ATRESplayer,2800
393,activa,2021-12-14,1,106,2023-12-14,Netflix,4500
390,activa,2021-12-03,8,106,2023-12-03,Hulu,7000
392,activa,2021-12-12,7,106,2023-12-12,Star+,7100
54,activa,2021-06-25,2,108,2023-12-25,Amazon Prime Video,3700
53,activa,2020-08-24,1,108,2023-12-24,Netflix,4500
57,activa,2021-03-28,6,108,2023-12-28,Disney+,6500
55,activa,2021-01-30,10,108,2023-12-30,Stan,7900
413,activa,2020-07-09,2,115,2023-12-09,Amazon Prime Video,3700
411,activa,2020-12-24,5,115,2023-12-24,Funimation,3900
407,activa,2020-11-11,11,115,2023-12-11,Peackok,4000
414,activa,2021-02-26,20,115,2023-12-26,DCCanal,4000
410,activa,2020-08-14,12,115,2023-12-14,Viu,5000
409,activa,2021-01-05,14,115,2023-12-05,Movistar+ Lite,7400
360,activa,2020-11-01,9,119,2023-12-01,Showtime,3200
359,activa,2021-12-03,4,119,2023-12-03,HBO+,3500
357,activa,2020-08-18,19,119,2023-12-18,Mitele Plus,3700
353,activa,2021-03-31,5,119,2023-12-31,Funimation,3900
352,activa,2020-06-20,7,119,2023-12-20,Star+,7100
355,activa,2021-02-15,14,119,2023-12-15,Movistar+ Lite,7400
226,activa,2021-02-15,11,122,2023-12-15,Peackok,4000
225,activa,2020-12-28,6,122,2023-12-28,Disney+,6500
351,activa,2020-06-13,11,123,2023-12-13,Peackok,4000
346,activa,2020-10-31,5,130,2023-12-31,Funimation,3900
345,activa,2021-08-29,14,130,2023-12-29,Movistar+ Lite,7400
172,activa,2021-04-22,15,132,2023-12-22,Discovery+,3700
171,activa,2021-11-19,3,132,2023-12-19,Crunchyroll,4400
84,activa,2021-07-30,11,133,2023-12-30,Peackok,4000
85,activa,2020-08-13,7,133,2023-12-13,Star+,7100
320,activa,2020-09-21,12,134,2023-12-21,Viu,5000
319,activa,2021-07-29,16,134,2023-12-29,Rakuten TV,6500
6,activa,2020-10-13,15,141,2023-12-13,Discovery+,3700
386,activa,2021-06-28,5,142,2023-12-28,Funimation,3900
385,activa,2021-12-13,16,142,2023-12-13,Rakuten TV,6500
388,activa,2021-08-18,7,142,2023-12-18,Star+,7100
384,activa,2020-09-09,14,142,2023-12-09,Movistar+ Lite,7400
387,activa,2021-09-08,10,142,2023-12-08,Stan,7900
26,activa,2020-05-22,16,146,2023-12-22,Rakuten TV,6500
25,activa,2020-12-28,8,146,2023-12-28,Hulu,7000
