pago_id,fecha,subs_id
6484,2/10/2020,11
6485,2/11/2020,11
6486,2/12/2020,11
6487,2/1/2021,11
6488,2/2/2021,11
6489,2/3/2021,11
6490,2/4/2021,11
6491,2/5/2021,11
6492,2/6/2021,11
6493,2/7/2021,11
6494,2/8/2021,11
6495,2/9/2021,11
6496,2/10/2021,11
6497,2/11/2021,11
6498,2/12/2023,11
6499,20/6/2021,12
6500,20/7/2021,12
6501,20/8/2021,12
6502,20/9/2021,12
6503,20/10/2021,12
6504,20/11/2021,12
6505,20/12/2023,12
6511,18/8/2020,13
6512,18/9/2020,13
6513,18/10/2020,13
6514,18/11/2020,13
6515,18/12/2020,13
6516,18/1/2021,13
6517,18/2/2021,13
6506,18/3/2021,13
6507,18/4/2021,13
6508,18/5/2021,13
6509,18/6/2021,13
6510,18/7/2023,13
6518,21/5/2021,14
6519,21/6/2021,14
6520,21/7/2021,14
6521,21/8/2021,14
6522,21/9/2021,14
6523,21/10/2021,14
6524,21/11/2021,14
6525,21/12/2023,14
6526,5/5/2020,15
6527,5/6/2020,15
6528,5/7/2020,15
6529,5/8/2020,15
6530,5/9/2020,15
6531,5/10/2020,15
6532,5/11/2020,15
6533,5/12/2020,15
6534,5/1/2023,15
6535,30/8/2021,16
6536,30/9/2023,16
6541,15/9/2020,17
6542,15/10/2020,17
6543,15/11/2020,17
6544,15/12/2020,17
6545,15/1/2021,17
6546,15/2/2021,17
6547,15/3/2021,17
6548,15/4/2021,17
6537,15/5/2021,17
6549,15/6/2021,17
6538,15/7/2021,17
6550,15/8/2021,17
6539,15/9/2021,17
6551,15/10/2021,17
6540,15/11/2021,17
6552,15/12/2023,17
6553,2/7/2021,18
6554,2/8/2021,18
6555,2/9/2021,18
6556,2/10/2023,18
6557,26/10/2021,19
6558,26/11/2021,19
6559,26/12/2023,19
6565,26/8/2020,20
6566,26/9/2020,20
6567,26/10/2020,20
6568,26/11/2020,20
6569,26/12/2020,20
6570,26/1/2021,20
6560,26/2/2021,20
6561,26/3/2021,20
6562,26/4/2021,20
6563,26/5/2021,20
6564,26/6/2023,20
6571,25/5/2021,21
6572,25/6/2021,21
6573,25/7/2021,21
6574,25/8/2021,21
6575,25/9/2021,21
6576,25/10/2021,21
6577,25/11/2021,21
6578,25/12/2023,21
6579,7/6/2021,22
6580,7/7/2021,22
6581,7/8/2021,22
6582,7/9/2021,22
6583,7/10/2021,22
6584,7/11/2021,22
6585,7/12/2023,22
6591,29/9/2020,23
6592,29/10/2020,23
6593,29/11/2020,23
6594,29/12/2020,23
6595,29/1/2021,23
6596,28/2/2021,23
6597,28/3/2021,23
6598,28/4/2021,23
6599,28/5/2021,23
6600,28/6/2021,23
6601,28/7/2021,23
6590,28/8/2021,23
6586,28/9/2021,23
6587,28/10/2021,23
6588,28/11/2021,23
6589,28/12/2023,23
6602,6/5/2021,24
6603,6/6/2021,24
6604,6/7/2021,24
6605,6/8/2021,24
6606,6/9/2021,24
6607,6/10/2021,24
6608,6/11/2023,24
6610,28/12/2020,25
6611,28/1/2021,25
6612,28/2/2021,25
6613,28/3/2021,25
6614,28/4/2021,25
6615,28/5/2021,25
6616,28/6/2021,25
6617,28/7/2021,25
6618,28/8/2021,25
6619,28/9/2021,25
6620,28/10/2021,25
6609,28/11/2021,25
6621,28/12/2023,25
6630,22/5/2020,26
6631,22/6/2020,26
6632,22/7/2020,26
6633,22/8/2020,26
6622,22/9/2020,26
6634,22/10/2020,26
6623,22/11/2020,26
6635,22/12/2020,26
6624,22/1/2021,26
6636,22/2/2021,26
6625,22/3/2021,26
6637,22/4/2021,26
6626,22/5/2021,26
6638,22/6/2021,26
6627,22/7/2021,26
6639,22/8/2021,26
6628,22/9/2021,26
6640,22/10/2021,26
6629,22/11/2021,26
6641,22/12/2023,26
6642,30/10/2021,27
6643,30/11/2023,27
6652,25/5/2020,28
6653,25/6/2020,28
6654,25/7/2020,28
6655,25/8/2020,28
6644,25/9/2020,28
6656,25/10/2020,28
6645,25/11/2020,28
6657,25/12/2020,28
6646,25/1/2021,28
6658,25/2/2021,28
6647,25/3/2021,28
6659,25/4/2021,28
6648,25/5/2021,28
6660,25/6/2021,28
6649,25/7/2021,28
6661,25/8/2021,28
6650,25/9/2021,28
6662,25/10/2021,28
6651,25/11/2021,28
6663,25/12/2023,28
6664,17/4/2021,29
6665,17/5/2021,29
6666,17/6/2021,29
6667,17/7/2021,29
6668,17/8/2021,29
6669,17/9/2021,29
6670,17/10/2021,29
6671,17/11/2021,29
6672,17/12/2023,29
6673,6/6/2023,30
6674,30/9/2021,31
6675,30/10/2021,31
6676,30/11/2021,31
6677,30/12/2023,31
6678,25/4/2021,32
6679,25/5/2021,32
6680,25/6/2021,32
6681,25/7/2021,32
6682,25/8/2021,32
6683,25/9/2021,32
6684,25/10/2021,32
6685,25/11/2021,32
6686,25/12/2023,32
6688,21/12/2020,33
6689,21/1/2021,33
6690,21/2/2021,33
6691,21/3/2021,33
6692,21/4/2021,33
6693,21/5/2021,33
6694,21/6/2021,33
6695,21/7/2021,33
6696,21/8/2021,33
6697,21/9/2021,33
6687,21/10/2023,33
6698,8/8/2020,34
6699,8/9/2020,34
6700,8/10/2020,34
6701,8/11/2020,34
6702,8/12/2020,34
6703,8/1/2021,34
6704,8/2/2021,34
6705,8/3/2021,34
6706,8/4/2021,34
6707,8/5/2021,34
6708,8/6/2021,34
6709,8/7/2021,34
6710,8/8/2021,34
6711,8/9/2021,34
6712,8/10/2023,34
6717,15/9/2020,35
6718,15/10/2020,35
6719,15/11/2020,35
6720,15/12/2020,35
6721,15/1/2021,35
6722,15/2/2021,35
6713,15/3/2021,35
6714,15/4/2021,35
6715,15/5/2021,35
6716,15/6/2023,35
6723,11/9/2020,36
6724,11/10/2020,36
6725,11/11/2020,36
6726,11/12/2020,36
6727,11/1/2021,36
6728,11/2/2021,36
6729,11/3/2021,36
6730,11/4/2021,36
6731,11/5/2021,36
6732,11/6/2021,36
6733,11/7/2021,36
6734,11/8/2021,36
6735,11/9/2021,36
6736,11/10/2021,36
6737,11/11/2021,36
6738,11/12/2023,36
6739,9/11/2020,37
6740,9/12/2020,37
6741,9/1/2021,37
6742,9/2/2021,37
6743,9/3/2021,37
6744,9/4/2021,37
6745,9/5/2021,37
6746,9/6/2021,37
6747,9/7/2021,37
6748,9/8/2021,37
6749,9/9/2023,37
6750,22/3/2021,38
6751,22/4/2021,38
6752,22/5/2021,38
6753,22/6/2021,38
6754,22/7/2021,38
6755,22/8/2021,38
6756,22/9/2021,38
6757,22/10/2021,38
6758,22/11/2021,38
6759,22/12/2023,38
6760,5/1/2021,39
6761,5/2/2021,39
6762,5/3/2021,39
6763,5/4/2021,39
6764,5/5/2021,39
6765,5/6/2021,39
6766,5/7/2021,39
6767,5/8/2021,39
6768,5/9/2023,39
6769,17/6/2021,40
6770,17/7/2021,40
6771,17/8/2021,40
6772,17/9/2021,40
6773,17/10/2021,40
6774,17/11/2023,40
6777,13/11/2020,41
6778,13/12/2020,41
6779,13/1/2021,41
6780,13/2/2021,41
6781,13/3/2021,41
6782,13/4/2021,41
6783,13/5/2021,41
6784,13/6/2021,41
6785,13/7/2021,41
6786,13/8/2021,41
6775,13/9/2021,41
6787,13/10/2021,41
6776,13/11/2021,41
6788,13/12/2023,41
6797,22/5/2020,42
6798,22/6/2020,42
6799,22/7/2020,42
6800,22/8/2020,42
6789,22/9/2020,42
6801,22/10/2020,42
6790,22/11/2020,42
6802,22/12/2020,42
6791,22/1/2021,42
6803,22/2/2021,42
6792,22/3/2021,42
6804,22/4/2021,42
6793,22/5/2021,42
6805,22/6/2021,42
6794,22/7/2021,42
6806,22/8/2021,42
6795,22/9/2021,42
6807,22/10/2021,42
6796,22/11/2021,42
6808,22/12/2023,42
6809,14/2/2021,43
6810,14/3/2021,43
6811,14/4/2021,43
6812,14/5/2021,43
6813,14/6/2021,43
6814,14/7/2021,43
6815,14/8/2021,43
6816,14/9/2021,43
6817,14/10/2021,43
6818,14/11/2021,43
6819,14/12/2023,43
6820,5/1/2021,44
6821,5/2/2021,44
6822,5/3/2021,44
6823,5/4/2021,44
6824,5/5/2021,44
6825,5/6/2021,44
6826,5/7/2021,44
6827,5/8/2021,44
6828,5/9/2021,44
6829,5/10/2021,44
6830,5/11/2021,44
6831,5/12/2023,44
6832,11/9/2021,45
6833,11/10/2021,45
6834,11/11/2021,45
6835,11/12/2023,45
6844,29/6/2020,46
6845,29/7/2020,46
6846,29/8/2020,46
6847,29/9/2020,46
6848,29/10/2020,46
6849,29/11/2020,46
6850,29/12/2020,46
6851,29/1/2021,46
6852,28/2/2021,46
6853,28/3/2021,46
6854,28/4/2021,46
6843,28/5/2021,46
6836,28/6/2021,46
6837,28/7/2021,46
6838,28/8/2021,46
6839,28/9/2021,46
6840,28/10/2021,46
6841,28/11/2021,46
6842,28/12/2023,46
6855,3/3/2021,47
6856,3/4/2021,47
6857,3/5/2021,47
6858,3/6/2021,47
6859,3/7/2021,47
6860,3/8/2021,47
6861,3/9/2021,47
6862,3/10/2021,47
6863,3/11/2021,47
6864,3/12/2023,47
6870,28/8/2020,48
6865,28/9/2020,48
6866,28/10/2020,48
6867,28/11/2020,48
6868,28/12/2020,48
6869,28/1/2023,48
6871,11/8/2021,49
6872,11/9/2021,49
6873,11/10/2021,49
6874,11/11/2021,49
6875,11/12/2023,49
6876,9/4/2021,50
6877,9/5/2021,50
6878,9/6/2021,50
6879,9/7/2021,50
6880,9/8/2021,50
6881,9/9/2021,50
6882,9/10/2021,50
6883,9/11/2021,50
6884,9/12/2023,50
6885,11/8/2020,51
6886,11/9/2020,51
6887,11/10/2020,51
6888,11/11/2020,51
6889,11/12/2020,51
6890,11/1/2021,51
6891,11/2/2021,51
6892,11/3/2021,51
6893,11/4/2021,51
6894,11/5/2021,51
6895,11/6/2021,51
6896,11/7/2021,51
6897,11/8/2021,51
6898,11/9/2021,51
6899,11/10/2021,51
6900,11/11/2021,51
6901,11/12/2023,51
6902,5/5/2021,52
6903,5/6/2021,52
6904,5/7/2021,52
6905,5/8/2021,52
6906,5/9/2021,52
6907,5/10/2021,52
6908,5/11/2021,52
6909,5/12/2023,52
6915,24/8/2020,53
6916,24/9/2020,53
6917,24/10/2020,53
6918,24/11/2020,53
6919,24/12/2020,53
6920,24/1/2021,53
6921,24/2/2021,53
6910,24/3/2021,53
6922,24/4/2021,53
6911,24/5/2021,53
6923,24/6/2021,53
6912,24/7/2021,53
6924,24/8/2021,53
6913,24/9/2021,53
6925,24/10/2021,53
6914,24/11/2021,53
6926,24/12/2023,53
6927,25/6/2021,54
6928,25/7/2021,54
6929,25/8/2021,54
6930,25/9/2021,54
6931,25/10/2021,54
6932,25/11/2021,54
6933,25/12/2023,54
6935,30/1/2021,55
6936,28/2/2021,55
6937,28/3/2021,55
6938,28/4/2021,55
6939,28/5/2021,55
6940,28/6/2021,55
6941,28/7/2021,55
6942,28/8/2021,55
6943,28/9/2021,55
6944,28/10/2021,55
6945,28/11/2021,55
6934,28/12/2023,55
6946,18/9/2021,56
6947,18/10/2021,56
6948,18/11/2021,56
6949,18/12/2023,56
6950,28/3/2021,57
6951,28/4/2021,57
6952,28/5/2021,57
6953,28/6/2021,57
6954,28/7/2021,57
6955,28/8/2021,57
6956,28/9/2021,57
6957,28/10/2021,57
6958,28/11/2021,57
6959,28/12/2023,57
6960,14/8/2021,58
6961,14/9/2021,58
6962,14/10/2023,58
6969,22/7/2020,59
6963,22/8/2020,59
6964,22/9/2020,59
6965,22/10/2020,59
6966,22/11/2020,59
6967,22/12/2020,59
6968,22/1/2023,59
6974,29/10/2020,60
6975,29/11/2020,60
6976,29/12/2020,60
6977,29/1/2021,60
6978,28/2/2021,60
6979,28/3/2021,60
6980,28/4/2021,60
6981,28/5/2021,60
6973,28/6/2021,60
6970,28/7/2021,60
6971,28/8/2021,60
6972,28/9/2023,60
6982,12/7/2021,61
6983,12/8/2021,61
6984,12/9/2023,61
6990,17/8/2020,62
6991,17/9/2020,62
6992,17/10/2020,62
6993,17/11/2020,62
6994,17/12/2020,62
6985,17/1/2021,62
6986,17/2/2021,62
6987,17/3/2021,62
6988,17/4/2021,62
6989,17/5/2023,62
6996,20/12/2020,63
6997,20/1/2021,63
6998,20/2/2021,63
6999,20/3/2021,63
7000,20/4/2021,63
7001,20/5/2021,63
7002,20/6/2021,63
7003,20/7/2021,63
7004,20/8/2021,63
7005,20/9/2021,63
7006,20/10/2021,63
6995,20/11/2021,63
7007,20/12/2023,63
7010,25/11/2020,64
7011,25/12/2020,64
7012,25/1/2021,64
7013,25/2/2021,64
7014,25/3/2021,64
7015,25/4/2021,64
7016,25/5/2021,64
7017,25/6/2021,64
7018,25/7/2021,64
7019,25/8/2021,64
7008,25/9/2021,64
7020,25/10/2021,64
7009,25/11/2021,64
7021,25/12/2023,64
7027,15/8/2020,65
7028,15/9/2020,65
7029,15/10/2020,65
7030,15/11/2020,65
7031,15/12/2020,65
7032,15/1/2021,65
7033,15/2/2021,65
7022,15/3/2021,65
7034,15/4/2021,65
7023,15/5/2021,65
7035,15/6/2021,65
7024,15/7/2021,65
7036,15/8/2021,65
7025,15/9/2021,65
7037,15/10/2021,65
7026,15/11/2021,65
7038,15/12/2023,65
7039,30/7/2021,66
7040,30/8/2021,66
7041,30/9/2021,66
7042,30/10/2021,66
7043,30/11/2021,66
7044,30/12/2023,66
7045,18/7/2021,67
7046,18/8/2021,67
7047,18/9/2021,67
7048,18/10/2021,67
7049,18/11/2021,67
7050,18/12/2023,67
7051,12/5/2021,68
7052,12/6/2021,68
7053,12/7/2021,68
7054,12/8/2021,68
7055,12/9/2021,68
7056,12/10/2021,68
7057,12/11/2021,68
7058,12/12/2023,68
7067,18/5/2020,69
7068,18/6/2020,69
7069,18/7/2020,69
7070,18/8/2020,69
7059,18/9/2020,69
7071,18/10/2020,69
7060,18/11/2020,69
7072,18/12/2020,69
7061,18/1/2021,69
7073,18/2/2021,69
7062,18/3/2021,69
7074,18/4/2021,69
7063,18/5/2021,69
7075,18/6/2021,69
7064,18/7/2021,69
7076,18/8/2021,69
7065,18/9/2021,69
7077,18/10/2021,69
7066,18/11/2021,69
7078,18/12/2023,69
7079,26/9/2021,70
7080,26/10/2021,70
7081,26/11/2021,70
7082,26/12/2023,70
7083,22/5/2021,71
7084,22/6/2021,71
7085,22/7/2021,71
7086,22/8/2021,71
7087,22/9/2021,71
7088,22/10/2021,71
7089,22/11/2021,71
7090,22/12/2023,71
7091,4/12/2023,72
7092,8/4/2021,73
7093,8/5/2021,73
7094,8/6/2021,73
7095,8/7/2021,73
7096,8/8/2021,73
7097,8/9/2021,73
7098,8/10/2021,73
7099,8/11/2021,73
7100,8/12/2023,73
7101,18/9/2021,74
7102,18/10/2021,74
7103,18/11/2021,74
7104,18/12/2023,74
7105,16/7/2021,75
7106,16/8/2021,75
7107,16/9/2021,75
7108,16/10/2021,75
7109,16/11/2021,75
7110,16/12/2023,75
7111,23/3/2021,76
7112,23/4/2021,76
7113,23/5/2021,76
7114,23/6/2021,76
7115,23/7/2021,76
7116,23/8/2021,76
7117,23/9/2021,76
7118,23/10/2021,76
7119,23/11/2021,76
7120,23/12/2023,76
7121,5/6/2020,77
7122,5/7/2020,77
7123,5/8/2020,77
7124,5/9/2020,77
7125,5/10/2020,77
7126,5/11/2023,77
7127,9/3/2021,78
7128,9/4/2021,78
7129,9/5/2021,78
7130,9/6/2021,78
7131,9/7/2021,78
7132,9/8/2021,78
7133,9/9/2021,78
7134,9/10/2021,78
7135,9/11/2021,78
7136,9/12/2023,78
7139,21/11/2020,79
7140,21/12/2020,79
7141,21/1/2021,79
7142,21/2/2021,79
7143,21/3/2021,79
7144,21/4/2021,79
7145,21/5/2021,79
7146,21/6/2021,79
7147,21/7/2021,79
7148,21/8/2021,79
7137,21/9/2021,79
7149,21/10/2021,79
7138,21/11/2021,79
7150,21/12/2023,79
7151,27/8/2021,80
7152,27/9/2021,80
7153,27/10/2021,80
7154,27/11/2021,80
7155,27/12/2023,80
7156,26/8/2021,81
7157,26/9/2021,81
7158,26/10/2021,81
7159,26/11/2021,81
7160,26/12/2023,81
7167,27/7/2020,82
7168,27/8/2020,82
7169,27/9/2020,82
7170,27/10/2020,82
7171,27/11/2020,82
7172,27/12/2020,82
7161,27/1/2021,82
7173,27/2/2021,82
7162,27/3/2021,82
7163,27/4/2021,82
7164,27/5/2021,82
7165,27/6/2021,82
7166,27/7/2023,82
7174,20/9/2021,83
7175,20/10/2023,83
7176,30/7/2021,84
7177,30/8/2021,84
7178,30/9/2021,84
7179,30/10/2021,84
7180,30/11/2021,84
7181,30/12/2023,84
7187,13/8/2020,85
7188,13/9/2020,85
7189,13/10/2020,85
7190,13/11/2020,85
7191,13/12/2020,85
7192,13/1/2021,85
7193,13/2/2021,85
7182,13/3/2021,85
7194,13/4/2021,85
7183,13/5/2021,85
7195,13/6/2021,85
7184,13/7/2021,85
7196,13/8/2021,85
7185,13/9/2021,85
7197,13/10/2021,85
7186,13/11/2021,85
7198,13/12/2023,85
7199,21/5/2021,86
7200,21/6/2021,86
7201,21/7/2021,86
7202,21/8/2021,86
7203,21/9/2021,86
7204,21/10/2021,86
7205,21/11/2021,86
7206,21/12/2023,86
7207,14/10/2023,87
7208,4/11/2020,88
7209,4/12/2020,88
7210,4/1/2021,88
7211,4/2/2021,88
7212,4/3/2021,88
7213,4/4/2021,88
7214,4/5/2021,88
7215,4/6/2021,88
7216,4/7/2021,88
7217,4/8/2021,88
7218,4/9/2021,88
7219,4/10/2021,88
7220,4/11/2021,88
7221,4/12/2023,88
7230,15/5/2020,89
7231,15/6/2020,89
7232,15/7/2020,89
7233,15/8/2020,89
7222,15/9/2020,89
7234,15/10/2020,89
7223,15/11/2020,89
7235,15/12/2020,89
7224,15/1/2021,89
7236,15/2/2021,89
7225,15/3/2021,89
7237,15/4/2021,89
7226,15/5/2021,89
7238,15/6/2021,89
7227,15/7/2021,89
7239,15/8/2021,89
7228,15/9/2021,89
7240,15/10/2021,89
7229,15/11/2021,89
7241,15/12/2023,89
7242,15/2/2021,90
7243,15/3/2021,90
7244,15/4/2021,90
7245,15/5/2021,90
7246,15/6/2021,90
7247,15/7/2021,90
7248,15/8/2021,90
7249,15/9/2021,90
7250,15/10/2021,90
7251,15/11/2021,90
7252,15/12/2023,90
7253,6/4/2021,91
7254,6/5/2023,91
7255,8/12/2023,92
7256,25/6/2020,93
7257,25/7/2020,93
7258,25/8/2023,93
7259,12/10/2020,94
7260,12/11/2020,94
7261,12/12/2020,94
7262,12/1/2021,94
7263,12/2/2023,94
7264,30/5/2021,95
7265,30/6/2021,95
7266,30/7/2021,95
7267,30/8/2021,95
7268,30/9/2021,95
7269,30/10/2021,95
7270,30/11/2021,95
7271,30/12/2023,95
7272,5/3/2021,96
7273,5/4/2021,96
7274,5/5/2023,96
7275,9/9/2020,97
7276,9/10/2020,97
7277,9/11/2020,97
7278,9/12/2020,97
7279,9/1/2021,97
7280,9/2/2021,97
7281,9/3/2021,97
7282,9/4/2021,97
7283,9/5/2021,97
7284,9/6/2021,97
7285,9/7/2021,97
7286,9/8/2021,97
7287,9/9/2021,97
7288,9/10/2021,97
7289,9/11/2021,97
7290,9/12/2023,97
7291,23/5/2021,98
7292,23/6/2021,98
7293,23/7/2021,98
7294,23/8/2021,98
7295,23/9/2021,98
7296,23/10/2021,98
7297,23/11/2021,98
7298,23/12/2023,98
7299,28/5/2021,99
7300,28/6/2021,99
7301,28/7/2021,99
7302,28/8/2021,99
7303,28/9/2021,99
7304,28/10/2021,99
7305,28/11/2021,99
7306,28/12/2023,99
7307,28/2/2021,100
7308,28/3/2021,100
7309,28/4/2021,100
7310,28/5/2021,100
7311,28/6/2021,100
7312,28/7/2021,100
7313,28/8/2021,100
7314,28/9/2021,100
7315,28/10/2021,100
7316,28/11/2021,100
7317,28/12/2023,100
7318,1/5/2020,101
7319,1/6/2020,101
7320,1/7/2020,101
7321,1/8/2020,101
7322,1/9/2020,101
7323,1/10/2020,101
7324,1/11/2020,101
7325,1/12/2020,101
7326,1/1/2021,101
7327,1/2/2021,101
7328,1/3/2021,101
7329,1/4/2021,101
7330,1/5/2021,101
7331,1/6/2021,101
7332,1/7/2021,101
7333,1/8/2021,101
7334,1/9/2021,101
7335,1/10/2021,101
7336,1/11/2021,101
7337,1/12/2023,101
7338,28/9/2021,102
7339,28/10/2021,102
7340,28/11/2021,102
7341,28/12/2023,102
7342,17/10/2021,103
7343,17/11/2021,103
7344,17/12/2023,103
7345,22/9/2021,104
7346,22/10/2021,104
7347,22/11/2021,104
7348,22/12/2023,104
7349,17/1/2021,105
7350,17/2/2021,105
7351,17/3/2021,105
7352,17/4/2021,105
7353,17/5/2021,105
7354,17/6/2021,105
7355,17/7/2021,105
7356,17/8/2021,105
7357,17/9/2021,105
7358,17/10/2021,105
7359,17/11/2023,105
7360,8/8/2020,106
7361,8/9/2020,106
7362,8/10/2020,106
7363,8/11/2020,106
7364,8/12/2020,106
7365,8/1/2021,106
7366,8/2/2021,106
7367,8/3/2021,106
7368,8/4/2021,106
7369,8/5/2021,106
7370,8/6/2021,106
7371,8/7/2021,106
7372,8/8/2021,106
7373,8/9/2021,106
7374,8/10/2021,106
7375,8/11/2021,106
7376,8/12/2023,106
7377,15/6/2021,107
7378,15/7/2021,107
7379,15/8/2021,107
7380,15/9/2021,107
7381,15/10/2021,107
7382,15/11/2021,107
7383,15/12/2023,107
7384,10/11/2023,108
7385,22/2/2021,109
7386,22/3/2021,109
7387,22/4/2021,109
7388,22/5/2021,109
7389,22/6/2021,109
7390,22/7/2021,109
7391,22/8/2021,109
7392,22/9/2021,109
7393,22/10/2021,109
7394,22/11/2023,109
7401,21/7/2020,110
7402,21/8/2020,110
7403,21/9/2020,110
7404,21/10/2020,110
7405,21/11/2020,110
7406,21/12/2020,110
7395,21/1/2021,110
7407,21/2/2021,110
7396,21/3/2021,110
7408,21/4/2021,110
7397,21/5/2021,110
7409,21/6/2021,110
7398,21/7/2021,110
7410,21/8/2021,110
7399,21/9/2021,110
7411,21/10/2021,110
7400,21/11/2021,110
7412,21/12/2023,110
7413,13/3/2021,111
7414,13/4/2021,111
7415,13/5/2021,111
7416,13/6/2021,111
7417,13/7/2021,111
7418,13/8/2023,111
7419,7/11/2023,112
7420,7/8/2020,113
7421,7/9/2020,113
7422,7/10/2020,113
7423,7/11/2020,113
7424,7/12/2020,113
7425,7/1/2021,113
7426,7/2/2021,113
7427,7/3/2021,113
7428,7/4/2021,113
7429,7/5/2023,113
7430,21/7/2021,114
7431,21/8/2021,114
7432,21/9/2023,114
7440,21/6/2020,115
7441,21/7/2020,115
7442,21/8/2020,115
7443,21/9/2020,115
7444,21/10/2020,115
7433,21/11/2020,115
7445,21/12/2020,115
7434,21/1/2021,115
7446,21/2/2021,115
7435,21/3/2021,115
7447,21/4/2021,115
7436,21/5/2021,115
7448,21/6/2021,115
7437,21/7/2021,115
7449,21/8/2021,115
7438,21/9/2021,115
7450,21/10/2021,115
7439,21/11/2021,115
7451,21/12/2023,115
7455,17/10/2020,116
7456,17/11/2020,116
7457,17/12/2020,116
7458,17/1/2021,116
7459,17/2/2021,116
7460,17/3/2021,116
7461,17/4/2021,116
7462,17/5/2021,116
7463,17/6/2021,116
7452,17/7/2021,116
7464,17/8/2021,116
7453,17/9/2021,116
7465,17/10/2021,116
7454,17/11/2021,116
7466,17/12/2023,116
7467,27/2/2021,117
7468,27/3/2021,117
7469,27/4/2021,117
7470,27/5/2021,117
7471,27/6/2021,117
7472,27/7/2021,117
7473,27/8/2021,117
7474,27/9/2021,117
7475,27/10/2021,117
7476,27/11/2021,117
7477,27/12/2023,117
7478,8/7/2020,118
7479,8/8/2020,118
7480,8/9/2020,118
7481,8/10/2020,118
7482,8/11/2020,118
7483,8/12/2023,118
7484,6/8/2021,119
7485,6/9/2021,119
7486,6/10/2021,119
7487,6/11/2021,119
7488,6/12/2023,119
7495,28/7/2020,120
7496,28/8/2020,120
7497,28/9/2020,120
7498,28/10/2020,120
7499,28/11/2020,120
7500,28/12/2020,120
7489,28/1/2021,120
7501,28/2/2021,120
7490,28/3/2021,120
7502,28/4/2021,120
7491,28/5/2021,120
7503,28/6/2021,120
7492,28/7/2021,120
7504,28/8/2021,120
7493,28/9/2021,120
7505,28/10/2021,120
7494,28/11/2021,120
7506,28/12/2023,120
7508,13/12/2020,121
7509,13/1/2021,121
7510,13/2/2021,121
7511,13/3/2021,121
7512,13/4/2021,121
7513,13/5/2021,121
7514,13/6/2021,121
7515,13/7/2021,121
7516,13/8/2021,121
7517,13/9/2021,121
7518,13/10/2021,121
7507,13/11/2021,121
7519,13/12/2023,121
7520,16/4/2021,122
7521,16/5/2021,122
7522,16/6/2021,122
7523,16/7/2021,122
7524,16/8/2021,122
7525,16/9/2021,122
7526,16/10/2021,122
7527,16/11/2021,122
7528,16/12/2023,122
7529,21/1/2021,123
7530,21/2/2021,123
7531,21/3/2021,123
