id,estado,fecha_inicio,id_proveedor,id_usuario,fecha_termino,proveedor,costo
83,cancelada,2021-09-20,16,133,2023-10-12,Rakuten TV,6500
82,cancelada,2020-07-27,8,133,2023-07-06,Hulu,7000
316,cancelada,2021-06-30,5,134,2023-10-05,Funimation,3900
317,cancelada,2021-10-06,6,134,2023-10-21,Disney+,6500
318,cancelada,2020-07-29,7,134,2020-10-17,Star+,7100
8,cancelada,2020-05-06,9,141,2023-12-06,Showtime,3200
7,cancelada,2020-06-10,5,141,2023-07-26,Funimation,3900
9,cancelada,2021-01-30,14,141,2023-04-18,Movistar+ Lite,7400
383,cancelada,2020-08-09,12,142,2020-08-29,Viu,5000
24,cancelada,2021-05-06,9,146,2023-11-10,Showtime,3200
