id,fecha,id_sub
6530,2020-09-05,15
6531,2020-10-05,15
6532,2020-11-05,15
6533,2020-12-05,15
6534,2023-01-05,15
6535,2021-08-30,16
6536,2023-09-30,16
6541,2020-09-15,17
6542,2020-10-15,17
6543,2020-11-15,17
6544,2020-12-15,17
6545,2021-01-15,17
6546,2021-02-15,17
6547,2021-03-15,17
6548,2021-04-15,17
6537,2021-05-15,17
6549,2021-06-15,17
6538,2021-07-15,17
6550,2021-08-15,17
6539,2021-09-15,17
6551,2021-10-15,17
6540,2021-11-15,17
6552,2023-12-15,17
6553,2021-07-02,18
6554,2021-08-02,18
6555,2021-09-02,18
6556,2023-10-02,18
6557,2021-10-26,19
6558,2021-11-26,19
6559,2023-12-26,19
6565,2020-08-26,20
6566,2020-09-26,20
6567,2020-10-26,20
6568,2020-11-26,20
6569,2020-12-26,20
6570,2021-01-26,20
6560,2021-02-26,20
6561,2021-03-26,20
6562,2021-04-26,20
6563,2021-05-26,20
6564,2023-06-26,20
6571,2021-05-25,21
6572,2021-06-25,21
6573,2021-07-25,21
6574,2021-08-25,21
6575,2021-09-25,21
6576,2021-10-25,21
6577,2021-11-25,21
6578,2023-12-25,21
6579,2021-06-07,22
6580,2021-07-07,22
6581,2021-08-07,22
6582,2021-09-07,22
6583,2021-10-07,22
6584,2021-11-07,22
6585,2023-12-07,22
6591,2020-09-29,23
6592,2020-10-29,23
6593,2020-11-29,23
6594,2020-12-29,23
6595,2021-01-29,23
6596,2021-02-28,23
6597,2021-03-28,23
6598,2021-04-28,23
6599,2021-05-28,23
6600,2021-06-28,23
6601,2021-07-28,23
6590,2021-08-28,23
6586,2021-09-28,23
6587,2021-10-28,23
6588,2021-11-28,23
6589,2023-12-28,23
6602,2021-05-06,24
6603,2021-06-06,24
6604,2021-07-06,24
6605,2021-08-06,24
6606,2021-09-06,24
6607,2021-10-06,24
6608,2023-11-06,24
6610,2020-12-28,25
6611,2021-01-28,25
6612,2021-02-28,25
6613,2021-03-28,25
6614,2021-04-28,25
6615,2021-05-28,25
6616,2021-06-28,25
6617,2021-07-28,25
6618,2021-08-28,25
6619,2021-09-28,25
6620,2021-10-28,25
6609,2021-11-28,25
6621,2023-12-28,25
6630,2020-05-22,26
6631,2020-06-22,26
6632,2020-07-22,26
6633,2020-08-22,26
6622,2020-09-22,26
6634,2020-10-22,26
6623,2020-11-22,26
6635,2020-12-22,26
6624,2021-01-22,26
6636,2021-02-22,26
6625,2021-03-22,26
6637,2021-04-22,26
6626,2021-05-22,26
6638,2021-06-22,26
6627,2021-07-22,26
6639,2021-08-22,26
6628,2021-09-22,26
6640,2021-10-22,26
6629,2021-11-22,26
6641,2023-12-22,26
6642,2021-10-30,27
6643,2023-11-30,27
6652,2020-05-25,28
6653,2020-06-25,28
6654,2020-07-25,28
6655,2020-08-25,28
6644,2020-09-25,28
6656,2020-10-25,28
6645,2020-11-25,28
6657,2020-12-25,28
6646,2021-01-25,28
6658,2021-02-25,28
6647,2021-03-25,28
6659,2021-04-25,28
6648,2021-05-25,28
6660,2021-06-25,28
6649,2021-07-25,28
6661,2021-08-25,28
6650,2021-09-25,28
6662,2021-10-25,28
6651,2021-11-25,28
6663,2023-12-25,28
6664,2021-04-17,29
6665,2021-05-17,29
6666,2021-06-17,29
6667,2021-07-17,29
6668,2021-08-17,29
6669,2021-09-17,29
6670,2021-10-17,29
6671,2021-11-17,29
6672,2023-12-17,29
6673,2023-06-06,30
6674,2021-09-30,31
6675,2021-10-30,31
6676,2021-11-30,31
6677,2023-12-30,31
6678,2021-04-25,32
6679,2021-05-25,32
6680,2021-06-25,32
6681,2021-07-25,32
6682,2021-08-25,32
6683,2021-09-25,32
6684,2021-10-25,32
6685,2021-11-25,32
6686,2023-12-25,32
6688,2020-12-21,33
6689,2021-01-21,33
6690,2021-02-21,33
6691,2021-03-21,33
6692,2021-04-21,33
6693,2021-05-21,33
6694,2021-06-21,33
6695,2021-07-21,33
6696,2021-08-21,33
6697,2021-09-21,33
6687,2023-10-21,33
6698,2020-08-08,34
6699,2020-09-08,34
6700,2020-10-08,34
6701,2020-11-08,34
6702,2020-12-08,34
6703,2021-01-08,34
6704,2021-02-08,34
6705,2021-03-08,34
6706,2021-04-08,34
6707,2021-05-08,34
6708,2021-06-08,34
6709,2021-07-08,34
6710,2021-08-08,34
6711,2021-09-08,34
6712,2023-10-08,34
6717,2020-09-15,35
6718,2020-10-15,35
6719,2020-11-15,35
6720,2020-12-15,35
6721,2021-01-15,35
6722,2021-02-15,35
6713,2021-03-15,35
6714,2021-04-15,35
6715,2021-05-15,35
6716,2023-06-15,35
6723,2020-09-11,36
6724,2020-10-11,36
6725,2020-11-11,36
6726,2020-12-11,36
6727,2021-01-11,36
6728,2021-02-11,36
6729,2021-03-11,36
6730,2021-04-11,36
6731,2021-05-11,36
6732,2021-06-11,36
6733,2021-07-11,36
6734,2021-08-11,36
6735,2021-09-11,36
6736,2021-10-11,36
6737,2021-11-11,36
6738,2023-12-11,36
6739,2020-11-09,37
6740,2020-12-09,37
6741,2021-01-09,37
6742,2021-02-09,37
6743,2021-03-09,37
6744,2021-04-09,37
6745,2021-05-09,37
6746,2021-06-09,37
6747,2021-07-09,37
6748,2021-08-09,37
6749,2023-09-09,37
6750,2021-03-22,38
6751,2021-04-22,38
6752,2021-05-22,38
6753,2021-06-22,38
6754,2021-07-22,38
6755,2021-08-22,38
6756,2021-09-22,38
6757,2021-10-22,38
6758,2021-11-22,38
6759,2023-12-22,38
6760,2021-01-05,39
6761,2021-02-05,39
6762,2021-03-05,39
6763,2021-04-05,39
6764,2021-05-05,39
6765,2021-06-05,39
6766,2021-07-05,39
6767,2021-08-05,39
6768,2023-09-05,39
6769,2021-06-17,40
6770,2021-07-17,40
6771,2021-08-17,40
6772,2021-09-17,40
6773,2021-10-17,40
6774,2023-11-17,40
6777,2020-11-13,41
6778,2020-12-13,41
6779,2021-01-13,41
6780,2021-02-13,41
6781,2021-03-13,41
6782,2021-04-13,41
6783,2021-05-13,41
6784,2021-06-13,41
6785,2021-07-13,41
6786,2021-08-13,41
6775,2021-09-13,41
6787,2021-10-13,41
6776,2021-11-13,41
6788,2023-12-13,41
6797,2020-05-22,42
6798,2020-06-22,42
6799,2020-07-22,42
6800,2020-08-22,42
6789,2020-09-22,42
6801,2020-10-22,42
6790,2020-11-22,42
6802,2020-12-22,42
6791,2021-01-22,42
6803,2021-02-22,42
6792,2021-03-22,42
6804,2021-04-22,42
6793,2021-05-22,42
6805,2021-06-22,42
6794,2021-07-22,42
6806,2021-08-22,42
6795,2021-09-22,42
6807,2021-10-22,42
6796,2021-11-22,42
6808,2023-12-22,42
6809,2021-02-14,43
6810,2021-03-14,43
6811,2021-04-14,43
6812,2021-05-14,43
6813,2021-06-14,43
6814,2021-07-14,43
6815,2021-08-14,43
6816,2021-09-14,43
6817,2021-10-14,43
6818,2021-11-14,43
6819,2023-12-14,43
6820,2021-01-05,44
6821,2021-02-05,44
6822,2021-03-05,44
6823,2021-04-05,44
6824,2021-05-05,44
6825,2021-06-05,44
6826,2021-07-05,44
6827,2021-08-05,44
6828,2021-09-05,44
6829,2021-10-05,44
6830,2021-11-05,44
6831,2023-12-05,44
6832,2021-09-11,45
6833,2021-10-11,45
6834,2021-11-11,45
6835,2023-12-11,45
6844,2020-06-29,46
6845,2020-07-29,46
6846,2020-08-29,46
6847,2020-09-29,46
6848,2020-10-29,46
6849,2020-11-29,46
6850,2020-12-29,46
6851,2021-01-29,46
6852,2021-02-28,46
6853,2021-03-28,46
6854,2021-04-28,46
6843,2021-05-28,46
6836,2021-06-28,46
6837,2021-07-28,46
6838,2021-08-28,46
6839,2021-09-28,46
6840,2021-10-28,46
6841,2021-11-28,46
6842,2023-12-28,46
6855,2021-03-03,47
6856,2021-04-03,47
6857,2021-05-03,47
6858,2021-06-03,47
6859,2021-07-03,47
6860,2021-08-03,47
6861,2021-09-03,47
6862,2021-10-03,47
6863,2021-11-03,47
6864,2023-12-03,47
6870,2020-08-28,48
6865,2020-09-28,48
6866,2020-10-28,48
6867,2020-11-28,48
6868,2020-12-28,48
6869,2023-01-28,48
6871,2021-08-11,49
6872,2021-09-11,49
6873,2021-10-11,49
6874,2021-11-11,49
6875,2023-12-11,49
6876,2021-04-09,50
6877,2021-05-09,50
6878,2021-06-09,50
6879,2021-07-09,50
6880,2021-08-09,50
6881,2021-09-09,50
6882,2021-10-09,50
6883,2021-11-09,50
6884,2023-12-09,50
6885,2020-08-11,51
6886,2020-09-11,51
6887,2020-10-11,51
6888,2020-11-11,51
6889,2020-12-11,51
6890,2021-01-11,51
6891,2021-02-11,51
6892,2021-03-11,51
6893,2021-04-11,51
6894,2021-05-11,51
6895,2021-06-11,51
6896,2021-07-11,51
6897,2021-08-11,51
6898,2021-09-11,51
6899,2021-10-11,51
6900,2021-11-11,51
6901,2023-12-11,51
6902,2021-05-05,52
6903,2021-06-05,52
6904,2021-07-05,52
6905,2021-08-05,52
6906,2021-09-05,52
6907,2021-10-05,52
6908,2021-11-05,52
6909,2023-12-05,52
6915,2020-08-24,53
6916,2020-09-24,53
6917,2020-10-24,53
6918,2020-11-24,53
6919,2020-12-24,53
6920,2021-01-24,53
6921,2021-02-24,53
6910,2021-03-24,53
6922,2021-04-24,53
6911,2021-05-24,53
6923,2021-06-24,53
6912,2021-07-24,53
6924,2021-08-24,53
6913,2021-09-24,53
6925,2021-10-24,53
6914,2021-11-24,53
6926,2023-12-24,53
6927,2021-06-25,54
6928,2021-07-25,54
6929,2021-08-25,54
6930,2021-09-25,54
6931,2021-10-25,54
6932,2021-11-25,54
6933,2023-12-25,54
6935,2021-01-30,55
6936,2021-02-28,55
6937,2021-03-28,55
6938,2021-04-28,55
6939,2021-05-28,55
6940,2021-06-28,55
6941,2021-07-28,55
6942,2021-08-28,55
6943,2021-09-28,55
6944,2021-10-28,55
6945,2021-11-28,55
6934,2023-12-28,55
6946,2021-09-18,56
6947,2021-10-18,56
6948,2021-11-18,56
6949,2023-12-18,56
6950,2021-03-28,57
6951,2021-04-28,57
6952,2021-05-28,57
6953,2021-06-28,57
6954,2021-07-28,57
6955,2021-08-28,57
6956,2021-09-28,57
6957,2021-10-28,57
6958,2021-11-28,57
6959,2023-12-28,57
6960,2021-08-14,58
6961,2021-09-14,58
6962,2023-10-14,58
6969,2020-07-22,59
6963,2020-08-22,59
6964,2020-09-22,59
6965,2020-10-22,59
6966,2020-11-22,59
6967,2020-12-22,59
6968,2023-01-22,59
6974,2020-10-29,60
6975,2020-11-29,60
6976,2020-12-29,60
6977,2021-01-29,60
6978,2021-02-28,60
6979,2021-03-28,60
6980,2021-04-28,60
6981,2021-05-28,60
6973,2021-06-28,60
6970,2021-07-28,60
6971,2021-08-28,60
6972,2023-09-28,60
6982,2021-07-12,61
6983,2021-08-12,61
6984,2023-09-12,61
6990,2020-08-17,62
6991,2020-09-17,62
6992,2020-10-17,62
6993,2020-11-17,62
6994,2020-12-17,62
6985,2021-01-17,62
6986,2021-02-17,62
6987,2021-03-17,62
6988,2021-04-17,62
6989,2023-05-17,62
6996,2020-12-20,63
6997,2021-01-20,63
6998,2021-02-20,63
6999,2021-03-20,63
7000,2021-04-20,63
7001,2021-05-20,63
7002,2021-06-20,63
7003,2021-07-20,63
7004,2021-08-20,63
7005,2021-09-20,63
7006,2021-10-20,63
6995,2021-11-20,63
7007,2023-12-20,63
7010,2020-11-25,64
7011,2020-12-25,64
7012,2021-01-25,64
7013,2021-02-25,64
7014,2021-03-25,64
7015,2021-04-25,64
7016,2021-05-25,64
7017,2021-06-25,64
7018,2021-07-25,64
7019,2021-08-25,64
7008,2021-09-25,64
7020,2021-10-25,64
7009,2021-11-25,64
7021,2023-12-25,64
7027,2020-08-15,65
7028,2020-09-15,65
7029,2020-10-15,65
7030,2020-11-15,65
7031,2020-12-15,65
7032,2021-01-15,65
7033,2021-02-15,65
7022,2021-03-15,65
7034,2021-04-15,65
7023,2021-05-15,65
7035,2021-06-15,65
7024,2021-07-15,65
7036,2021-08-15,65
7025,2021-09-15,65
7037,2021-10-15,65
7026,2021-11-15,65
7038,2023-12-15,65
7039,2021-07-30,66
7040,2021-08-30,66
7041,2021-09-30,66
7042,2021-10-30,66
7043,2021-11-30,66
7044,2023-12-30,66
7045,2021-07-18,67
7046,2021-08-18,67
7047,2021-09-18,67
7048,2021-10-18,67
7049,2021-11-18,67
7050,2023-12-18,67
7051,2021-05-12,68
7052,2021-06-12,68
7053,2021-07-12,68
7054,2021-08-12,68
7055,2021-09-12,68
7056,2021-10-12,68
7057,2021-11-12,68
7058,2023-12-12,68
7067,2020-05-18,69
7068,2020-06-18,69
7069,2020-07-18,69
7070,2020-08-18,69
7059,2020-09-18,69
7071,2020-10-18,69
7060,2020-11-18,69
7072,2020-12-18,69
7061,2021-01-18,69
7073,2021-02-18,69
7062,2021-03-18,69
7074,2021-04-18,69
7063,2021-05-18,69
7075,2021-06-18,69
7064,2021-07-18,69
7076,2021-08-18,69
7065,2021-09-18,69
7077,2021-10-18,69
7066,2021-11-18,69
7078,2023-12-18,69
7079,2021-09-26,70
7080,2021-10-26,70
7081,2021-11-26,70
7082,2023-12-26,70
7083,2021-05-22,71
7084,2021-06-22,71
7085,2021-07-22,71
7086,2021-08-22,71
7087,2021-09-22,71
7088,2021-10-22,71
7089,2021-11-22,71
7090,2023-12-22,71
7091,2023-12-04,72
7092,2021-04-08,73
7093,2021-05-08,73
7094,2021-06-08,73
7095,2021-07-08,73
7096,2021-08-08,73
7097,2021-09-08,73
7098,2021-10-08,73
7099,2021-11-08,73
7100,2023-12-08,73
7101,2021-09-18,74
7102,2021-10-18,74
7103,2021-11-18,74
7104,2023-12-18,74
7105,2021-07-16,75
7106,2021-08-16,75
7107,2021-09-16,75
7108,2021-10-16,75
7109,2021-11-16,75
7110,2023-12-16,75
7111,2021-03-23,76
7112,2021-04-23,76
7113,2021-05-23,76
7114,2021-06-23,76
7115,2021-07-23,76
7116,2021-08-23,76
7117,2021-09-23,76
7118,2021-10-23,76
7119,2021-11-23,76
7120,2023-12-23,76
7121,2020-06-05,77
7122,2020-07-05,77
7123,2020-08-05,77
7124,2020-09-05,77
7125,2020-10-05,77
7126,2023-11-05,77
7127,2021-03-09,78
7128,2021-04-09,78
7129,2021-05-09,78
7130,2021-06-09,78
7131,2021-07-09,78
7132,2021-08-09,78
7133,2021-09-09,78
7134,2021-10-09,78
7135,2021-11-09,78
7136,2023-12-09,78
7139,2020-11-21,79
7140,2020-12-21,79
7141,2021-01-21,79
7142,2021-02-21,79
7143,2021-03-21,79
7144,2021-04-21,79
7145,2021-05-21,79
7146,2021-06-21,79
7147,2021-07-21,79
7148,2021-08-21,79
7137,2021-09-21,79
7149,2021-10-21,79
7138,2021-11-21,79
7150,2023-12-21,79
7151,2021-08-27,80
7152,2021-09-27,80
7153,2021-10-27,80
7154,2021-11-27,80
7155,2023-12-27,80
7156,2021-08-26,81
7157,2021-09-26,81
7158,2021-10-26,81
7159,2021-11-26,81
7160,2023-12-26,81
7167,2020-07-27,82
7168,2020-08-27,82
7169,2020-09-27,82
7170,2020-10-27,82
7171,2020-11-27,82
7172,2020-12-27,82
7161,2021-01-27,82
7173,2021-02-27,82
7162,2021-03-27,82
7163,2021-04-27,82
7164,2021-05-27,82
7165,2021-06-27,82
7166,2023-07-27,82
7174,2021-09-20,83
7175,2023-10-20,83
7176,2021-07-30,84
7177,2021-08-30,84
7178,2021-09-30,84
7179,2021-10-30,84
7180,2021-11-30,84
7181,2023-12-30,84
7187,2020-08-13,85
7188,2020-09-13,85
7189,2020-10-13,85
7190,2020-11-13,85
7191,2020-12-13,85
7192,2021-01-13,85
7193,2021-02-13,85
7182,2021-03-13,85
7194,2021-04-13,85
7183,2021-05-13,85
7195,2021-06-13,85
7184,2021-07-13,85
7196,2021-08-13,85
7185,2021-09-13,85
7197,2021-10-13,85
7186,2021-11-13,85
7198,2023-12-13,85
7199,2021-05-21,86
7200,2021-06-21,86
7201,2021-07-21,86
7202,2021-08-21,86
7203,2021-09-21,86
7204,2021-10-21,86
7205,2021-11-21,86
7206,2023-12-21,86
7207,2023-10-14,87
7208,2020-11-04,88
7209,2020-12-04,88
7210,2021-01-04,88
7211,2021-02-04,88
7212,2021-03-04,88
7213,2021-04-04,88
7214,2021-05-04,88
7215,2021-06-04,88
7216,2021-07-04,88
7217,2021-08-04,88
7218,2021-09-04,88
7219,2021-10-04,88
7220,2021-11-04,88
7221,2023-12-04,88
7230,2020-05-15,89
7231,2020-06-15,89
7232,2020-07-15,89
7233,2020-08-15,89
7222,2020-09-15,89
7234,2020-10-15,89
7223,2020-11-15,89
7235,2020-12-15,89
7224,2021-01-15,89
7236,2021-02-15,89
7225,2021-03-15,89
7237,2021-04-15,89
7226,2021-05-15,89
7238,2021-06-15,89
7227,2021-07-15,89
7239,2021-08-15,89
7228,2021-09-15,89
7240,2021-10-15,89
7229,2021-11-15,89
7241,2023-12-15,89
7242,2021-02-15,90
7243,2021-03-15,90
7244,2021-04-15,90
7245,2021-05-15,90
7246,2021-06-15,90
7247,2021-07-15,90
7248,2021-08-15,90
7249,2021-09-15,90
7250,2021-10-15,90
7251,2021-11-15,90
7252,2023-12-15,90
7253,2021-04-06,91
7254,2023-05-06,91
7255,2023-12-08,92
7256,2020-06-25,93
7257,2020-07-25,93
7258,2023-08-25,93
7259,2020-10-12,94
7260,2020-11-12,94
7261,2020-12-12,94
7262,2021-01-12,94
7263,2023-02-12,94
7264,2021-05-30,95
7265,2021-06-30,95
7266,2021-07-30,95
7267,2021-08-30,95
7268,2021-09-30,95
7269,2021-10-30,95
7270,2021-11-30,95
7271,2023-12-30,95
7272,2021-03-05,96
7273,2021-04-05,96
7274,2023-05-05,96
7275,2020-09-09,97
7276,2020-10-09,97
7277,2020-11-09,97
7278,2020-12-09,97
7279,2021-01-09,97
7280,2021-02-09,97
7281,2021-03-09,97
7282,2021-04-09,97
7283,2021-05-09,97
7284,2021-06-09,97
7285,2021-07-09,97
7286,2021-08-09,97
7287,2021-09-09,97
7288,2021-10-09,97
7289,2021-11-09,97
7290,2023-12-09,97
7291,2021-05-23,98
7292,2021-06-23,98
7293,2021-07-23,98
7294,2021-08-23,98
7295,2021-09-23,98
7296,2021-10-23,98
7297,2021-11-23,98
7298,2023-12-23,98
7299,2021-05-28,99
7300,2021-06-28,99
7301,2021-07-28,99
7302,2021-08-28,99
7303,2021-09-28,99
7304,2021-10-28,99
7305,2021-11-28,99
7306,2023-12-28,99
7307,2021-02-28,100
7308,2021-03-28,100
7309,2021-04-28,100
7310,2021-05-28,100
7311,2021-06-28,100
7312,2021-07-28,100
7313,2021-08-28,100
7314,2021-09-28,100
7315,2021-10-28,100
7316,2021-11-28,100
7317,2023-12-28,100
7318,2020-05-01,101
7319,2020-06-01,101
7320,2020-07-01,101
7321,2020-08-01,101
7322,2020-09-01,101
7323,2020-10-01,101
7324,2020-11-01,101
7325,2020-12-01,101
7326,2021-01-01,101
7327,2021-02-01,101
7328,2021-03-01,101
7329,2021-04-01,101
7330,2021-05-01,101
7331,2021-06-01,101
7332,2021-07-01,101
7333,2021-08-01,101
7334,2021-09-01,101
7335,2021-10-01,101
7336,2021-11-01,101
7337,2023-12-01,101
7338,2021-09-28,102
7339,2021-10-28,102
7340,2021-11-28,102
7341,2023-12-28,102
7342,2021-10-17,103
7343,2021-11-17,103
7344,2023-12-17,103
7345,2021-09-22,104
7346,2021-10-22,104
7347,2021-11-22,104
7348,2023-12-22,104
7349,2021-01-17,105
7350,2021-02-17,105
7351,2021-03-17,105
7352,2021-04-17,105
7353,2021-05-17,105
7354,2021-06-17,105
7355,2021-07-17,105
7356,2021-08-17,105
7357,2021-09-17,105
7358,2021-10-17,105
7359,2023-11-17,105
7360,2020-08-08,106
7361,2020-09-08,106
7362,2020-10-08,106
7363,2020-11-08,106
7364,2020-12-08,106
7365,2021-01-08,106
7366,2021-02-08,106
7367,2021-03-08,106
7368,2021-04-08,106
7369,2021-05-08,106
7370,2021-06-08,106
7371,2021-07-08,106
7372,2021-08-08,106
7373,2021-09-08,106
7374,2021-10-08,106
7375,2021-11-08,106
7376,2023-12-08,106
7377,2021-06-15,107
7378,2021-07-15,107
7379,2021-08-15,107
7380,2021-09-15,107
7381,2021-10-15,107
7382,2021-11-15,107
7383,2023-12-15,107
7384,2023-11-10,108
7385,2021-02-22,109
7386,2021-03-22,109
7387,2021-04-22,109
7388,2021-05-22,109
7389,2021-06-22,109
7390,2021-07-22,109
7391,2021-08-22,109
7392,2021-09-22,109
7393,2021-10-22,109
7394,2023-11-22,109
7401,2020-07-21,110
7402,2020-08-21,110
7403,2020-09-21,110
7404,2020-10-21,110
7405,2020-11-21,110
7406,2020-12-21,110
7395,2021-01-21,110
7407,2021-02-21,110
7396,2021-03-21,110
7408,2021-04-21,110
7397,2021-05-21,110
7409,2021-06-21,110
7398,2021-07-21,110
7410,2021-08-21,110
7399,2021-09-21,110
7411,2021-10-21,110
7400,2021-11-21,110
7412,2023-12-21,110
7413,2021-03-13,111
7414,2021-04-13,111
7415,2021-05-13,111
7416,2021-06-13,111
7417,2021-07-13,111
7418,2023-08-13,111
7419,2023-11-07,112
7420,2020-08-07,113
7421,2020-09-07,113
7422,2020-10-07,113
7423,2020-11-07,113
7424,2020-12-07,113
7425,2021-01-07,113
7426,2021-02-07,113
7427,2021-03-07,113
7428,2021-04-07,113
7429,2023-05-07,113
7430,2021-07-21,114
7431,2021-08-21,114
7432,2023-09-21,114
7440,2020-06-21,115
7441,2020-07-21,115
7442,2020-08-21,115
7443,2020-09-21,115
7444,2020-10-21,115
7433,2020-11-21,115
7445,2020-12-21,115
7434,2021-01-21,115
7446,2021-02-21,115
7435,2021-03-21,115
7447,2021-04-21,115
7436,2021-05-21,115
7448,2021-06-21,115
7437,2021-07-21,115
7449,2021-08-21,115
7438,2021-09-21,115
7450,2021-10-21,115
7439,2021-11-21,115
7451,2023-12-21,115
7455,2020-10-17,116
7456,2020-11-17,116
7457,2020-12-17,116
7458,2021-01-17,116
7459,2021-02-17,116
7460,2021-03-17,116
7461,2021-04-17,116
7462,2021-05-17,116
7463,2021-06-17,116
7452,2021-07-17,116
7464,2021-08-17,116
7453,2021-09-17,116
7465,2021-10-17,116
7454,2021-11-17,116
7466,2023-12-17,116
7467,2021-02-27,117
7468,2021-03-27,117
7469,2021-04-27,117
7470,2021-05-27,117
7471,2021-06-27,117
7472,2021-07-27,117
7473,2021-08-27,117
7474,2021-09-27,117
7475,2021-10-27,117
7476,2021-11-27,117
7477,2023-12-27,117
7478,2020-07-08,118
7479,2020-08-08,118
7480,2020-09-08,118
7481,2020-10-08,118
7482,2020-11-08,118
7483,2023-12-08,118
7484,2021-08-06,119
7485,2021-09-06,119
7486,2021-10-06,119
7487,2021-11-06,119
7488,2023-12-06,119
7495,2020-07-28,120
7496,2020-08-28,120
7497,2020-09-28,120
7498,2020-10-28,120
7499,2020-11-28,120
7500,2020-12-28,120
7489,2021-01-28,120
7501,2021-02-28,120
7490,2021-03-28,120
7502,2021-04-28,120
7491,2021-05-28,120
7503,2021-06-28,120
7492,2021-07-28,120
7504,2021-08-28,120
7493,2021-09-28,120
7505,2021-10-28,120
7494,2021-11-28,120
7506,2023-12-28,120
7508,2020-12-13,121
7509,2021-01-13,121
7510,2021-02-13,121
7511,2021-03-13,121
7512,2021-04-13,121
7513,2021-05-13,121
7514,2021-06-13,121
7515,2021-07-13,121
7516,2021-08-13,121
7517,2021-09-13,121
7518,2021-10-13,121
7507,2021-11-13,121
7519,2023-12-13,121
7520,2021-04-16,122
7521,2021-05-16,122
7522,2021-06-16,122
7523,2021-07-16,122
7524,2021-08-16,122
7525,2021-09-16,122
7526,2021-10-16,122
7527,2021-11-16,122
7528,2023-12-16,122
7529,2021-01-21,123
7530,2021-02-21,123
7531,2021-03-21,123
